HP,X,Y,Z,Rx,Ry,Rz
3,-0.536402,0.538178,0.650116,-0.028894013033228725,0.019833310754425366,-0.04025853247137208
4,0.536404,0.538176,0.650114,-0.028894117752983846,-0.019833432927473003,0.0402587244575898
5,-0.197874,-0.733627,0.650112,-0.002729241164513613,-0.034939467042994166,-0.040258462658202
6,-0.734276,0.195449,0.650112,0.03162297494506202,-0.015106138835276282,0.04025848011149452
1,0.734276,0.195447,0.650105,0.031622835318721856,0.01510612138198376,-0.040258567377957126
2,0.197873,-0.733627,0.650112,-0.0027291015381734536,0.0349395019495792,0.040258549924664606
