Variable Name, Axial Hardpoint Comp Matrix
Number of Elements, 207
Number of Rows, 69
Number of Columns, 3
Index Base, ones
Axial Hardpoints, 6  16  26
Tangent Hardpoints, 74  76  78
Array:
1, 1,      0.6666663211605985
1, 2,     -0.3333326423211946
1, 3,      0.6666663211605979
2, 1,      0.7794200807322864
2, 2,     -0.3187642414164285
2, 3,      0.5393441606841438
3, 1,      0.8726771621264574
3, 2,     -0.2756958627968038
3, 3,      0.4030187006703481
4, 1,      0.9423635621434570
4, 2,     -0.2060111561935420
4, 3,      0.2636475940500865
5, 1,      0.9854309481383088
5, 2,     -0.1127530852228865
5, 3,      0.1273221370845790
6, 1,      0.9854311095163644
6, 2,      0.1273225120691442
6, 3,     -0.1127536215855073
7, 1,      0.9423631993205497
7, 2,      0.2636480309083809
7, 3,     -0.2060112302289293
8, 1,      0.8726775513895277
8, 2,      0.4030193267704246
8, 3,     -0.2756968781599513
9, 1,      0.7794199427461057
9, 2,      0.5393448456096613
9, 3,     -0.3187647883557658
10, 1,      0.6666663211605982
10, 2,      0.6666673576788054
10, 3,     -0.3333336788394024
11, 1,      0.5393441840760195
11, 2,      0.7794204429016920
11, 3,     -0.3187646269777101
12, 1,      0.4030187271105120
12, 2,      0.8726785138723476
12, 3,     -0.2756972409828582
13, 1,      0.2636476204902506
13, 2,      0.9423632204756096
13, 3,     -0.2060108409658585
14, 1,      0.1273221604764548
14, 2,      0.9854315990952345
14, 3,     -0.1127537595716875
15, 1,     -0.1127537595716870
15, 2,      0.9854315990952347
15, 3,      0.1273221604764545
16, 1,     -0.2060108409658580
16, 2,      0.9423632204756098
16, 3,      0.2636476204902503
17, 1,     -0.2756972409828575
17, 2,      0.8726785138723481
17, 3,      0.4030187271105118
18, 1,     -0.3187646269777094
18, 2,      0.7794204429016927
18, 3,      0.5393441840760194
19, 1,     -0.3333336788394014
19, 2,      0.6666673576788060
19, 3,      0.6666663211605981
20, 1,     -0.3187647883557649
20, 2,      0.5393448456096620
20, 3,      0.7794199427461057
21, 1,     -0.2756968781599503
21, 2,      0.4030193267704253
21, 3,      0.8726775513895276
22, 1,     -0.2060112302289283
22, 2,      0.2636480309083815
22, 3,      0.9423631993205496
23, 1,     -0.1127536215855063
23, 2,      0.1273225120691448
23, 3,      0.9854311095163642
24, 1,      0.1273221370845800
24, 2,     -0.1127530852228859
24, 3,      0.9854309481383085
25, 1,      0.2636475940500874
25, 2,     -0.2060111561935415
25, 3,      0.9423635621434565
26, 1,      0.4030187006703488
26, 2,     -0.2756958627968035
26, 3,      0.8726771621264569
27, 1,      0.5393441606841446
27, 2,     -0.3187642414164283
27, 3,      0.7794200807322859
28, 1,      0.6588100848118268
28, 2,     -0.1967512409820003
28, 3,      0.5379411561701754
29, 1,      0.7575046546338281
29, 2,     -0.1606275555065545
29, 3,      0.4031229008727281
30, 1,      0.8272923178115987
30, 2,     -0.0908412912723832
30, 3,      0.2635489734607860
31, 1,      0.8634171542112209
31, 2,      0.0078510965865533
31, 3,      0.1287317492022273
32, 1,      0.8634181850881375
32, 2,      0.1287260423359307
32, 3,      0.0078557725759332
33, 1,      0.8272944810277627
33, 2,      0.2635434271831472
33, 3,     -0.0908379082109085
34, 1,      0.7575084149645837
34, 2,      0.4031173729314880
34, 3,     -0.1606257878960704
35, 1,      0.6588150468959257
35, 2,      0.5379360375613894
35, 3,     -0.1967510844573138
36, 1,      0.5379408838916147
36, 2,      0.6588109833107669
36, 3,     -0.1967518672023800
37, 1,      0.4031240390252365
37, 2,      0.7575044076879109
37, 3,     -0.1606284467131459
38, 1,      0.2635490645183705
38, 2,      0.8272927661119305
38, 3,     -0.0908418306302992
39, 1,      0.1287313675562154
39, 2,      0.8634175515658824
39, 3,      0.0078510808779041
40, 1,      0.0078562363487726
40, 2,      0.8634185986608065
40, 3,      0.1287251649904229
41, 1,     -0.0908383334732287
41, 2,      0.8272949131853606
41, 3,      0.2635434202878702
42, 1,     -0.1606259966509993
42, 2,      0.7575086489511893
42, 3,      0.4031173476998123
43, 1,     -0.1967508330506215
43, 2,      0.6588162610922528
43, 3,      0.5379345719583710
44, 1,     -0.1967518639275381
44, 2,      0.5379413153428755
44, 3,      0.6588105485846652
45, 1,     -0.1606281598671632
45, 2,      0.4031239304956590
45, 3,      0.7575042293715069
46, 1,     -0.0908420938039842
46, 2,      0.2635499847473181
46, 3,      0.8272921090566687
47, 1,      0.0078512742646737
47, 2,      0.1287313201174167
47, 3,      0.8634174056179121
48, 1,      0.1287254372689848
48, 2,      0.0078563743680393
48, 3,      0.8634181883629783
49, 1,      0.2635422821353629
49, 2,     -0.0908370500091049
49, 3,      0.8272947678737442
50, 1,      0.4031172566422290
50, 2,     -0.1606254084331243
50, 3,      0.7575081517908975
51, 1,      0.5379349536043840
51, 2,     -0.1967501938870763
51, 3,      0.6588152402826942
52, 1,      0.5419525403273813
52, 2,     -0.0839050806547600
52, 3,      0.5419525403273807
53, 1,      0.6529570612806951
53, 2,     -0.0587430934835133
53, 3,      0.4057860322028200
54, 1,      0.7254092323548422
54, 2,      0.0137105974742677
54, 3,      0.2608801701708916
55, 1,      0.7505723345840442
55, 2,      0.1247142938039631
55, 3,      0.1247133716119943
56, 1,      0.7254095521300921
56, 2,      0.2608809503628145
56, 3,      0.0137094975070949
57, 1,      0.6529568236535037
57, 2,      0.4057864073159913
57, 3,     -0.0587432309694935
58, 1,      0.5419529495486044
58, 2,      0.5419530638748427
58, 3,     -0.0839060134234455
59, 1,      0.4057861509897071
59, 2,      0.6529567602045381
