# Fitted on top of the original tables, using balance force offsets.
# start = Time('2024-11-04 01:09:0Z', scale='utc') end = Time('2024-11-04 03:31:0Z', scale='utc')
ID,Coefficient 5,Coefficient 4,Coefficient 3,Coefficient 2,Coefficient 1,Coefficient 0
101,0.0,0.0,0.0,0.0,0.0,0.0
102,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
103,1.347840934803241e-07,-1.9277295926595527e-05,-0.00029223865278770736,-0.035521031530340835,30.331573461863172,9.138719183454398
104,6.418535331113607e-08,-6.495491908697643e-06,-0.0011337079351916284,-0.010645909530077765,29.90256963610148,4.697030175304636
105,4.724153450327328e-08,-3.4278370457894348e-06,-0.0013356620004770915,-0.004675837977800008,29.799607992335446,3.631017018745665
106,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0
108,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
109,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
110,7.265693128804999e-08,-8.029259382377363e-06,-0.0010327348444367534,-0.013630829073743404,29.95404845828717,5.230015684365917
111,5.5713778841880996e-08,-4.9617250828108574e-06,-0.0012346809811736256,-0.007660991464428064,29.851090844312235,4.164044820679925
112,0.0,0.0,0.0,0.0,0.0,0.0
113,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
114,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
115,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
116,8.137202759026795e-08,-9.60449745409415e-06,-0.0009291759685787666,-0.016690890075302396,30.007012534484215,5.781707822211981
117,6.418535331113607e-08,-6.495491908697643e-06,-0.0011337079351916284,-0.010645909530077765,29.90256963610148,4.697030175304636
118,1.2097998748107509e-08,2.5560316584291116e-06,-0.00170871336355397,0.006164447611034516,29.585252161325414,0.9301840158005722
119,0.0,0.0,0.0,0.0,0.0,0.0
120,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
121,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
122,8.984363212856677e-08,-1.1138269726802404e-05,-0.0008282025628603661,-0.019675818881349956,30.05849151695649,6.314695126705134
123,7.290044793825526e-08,-8.070729785455553e-06,-0.0010301490604757856,-0.01370597107704766,29.955533727062235,5.248721769263
124,2.0570243098306207e-08,1.02214361929758e-06,-0.0016077323441086244,0.0031792941199802775,29.636735013367392,1.4632118173790372
125,0.0,0.0,0.0,0.0,0.0,0.0
126,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
127,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
128,0.0,0.0,0.0,0.0,0.0,0.0
129,8.137202759026795e-08,-9.60449745409415e-06,-0.0009291759685787666,-0.016690890075302396,30.007012534484215,5.781707822211981
130,2.904181754040663e-08,-5.116232014320366e-07,-0.0015067592984896873,0.00019437606603288729,29.688213804987498,1.996197172847944
131,0.0,0.0,0.0,0.0,0.0,0.0
132,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
133,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
134,8.984363212856677e-08,-1.1138269726802404e-05,-0.0008282025628603661,-0.019675818881349956,30.05849151695649,6.314695126705134
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0
137,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
138,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
139,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0
208,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
209,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
210,1.973970512403793e-07,-3.060804967595217e-05,0.0004534144268025257,-0.05756108553069644,30.712061537137327,13.084755414538007
211,2.143400935983958e-07,-3.367556387007341e-05,0.0006553592219695264,-0.06353088262869128,30.815018451547378,14.15072030547586
212,0.0,0.0,0.0,0.0,0.0,0.0
214,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
215,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
216,1.886819128985815e-07,-2.903280348363686e-05,0.0003498549735747776,-0.05450100584245468,30.65909714277805,12.533062125709812
217,2.058685754925219e-07,-3.2141807415602696e-05,0.000554386876880573,-0.060545986184002566,30.76354003326159,13.617737358176507
218,1.871831644018773e-07,-2.914289442729895e-05,0.00037813384696705303,-0.05552595313168062,30.649183324775525,11.945592618946947
219,0.0,0.0,0.0,0.0,0.0,0.0
220,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
221,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
222,1.802103817624502e-07,-2.749904424854066e-05,0.0002488824021194551,-0.05151610068570306,30.607618573015234,12.00008057184742
223,1.971534427854658e-07,-3.056656212866872e-05,0.00045082747102996243,-0.057485907304268814,30.710575652870265,13.06604521450893
224,1.7871087997698302e-07,-2.7608999735592715e-05,0.00027715245221499453,-0.05254079153533188,30.597700350744045,11.412559844615357
225,0.0,0.0,0.0,0.0,0.0,0.0
227,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
228,0.0,0.0,0.0,0.0,0.0,0.0
229,1.886819128985815e-07,-2.903280348363686e-05,0.0003498549735747776,-0.05450100584245468,30.65909714277805,12.533062125709812
230,1.702393499127227e-07,-2.6075240757080434e-05,0.00017617990179214296,-0.04955588704297846,30.546221780481666,10.879578004449753
231,0.0,0.0,0.0,0.0,0.0,0.0
232,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
233,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
234,1.802103817624502e-07,-2.749904424854066e-05,0.0002488824021194551,-0.05151610068570306,30.607618573015234,12.00008057184742
235,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0
237,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
238,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0,0.0
302,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
303,1.3526978505083908e-07,-1.935999430638229e-05,-0.00028708300278349873,-0.03567084660590596,30.33453591002606,9.176045391358583
304,2.058685754925219e-07,-3.2141807415602696e-05,0.000554386876880573,-0.060545986184002566,30.76354003326159,13.617737358176507
305,2.2281240794463787e-07,-3.520946501325075e-05,0.0007563411487751647,-0.06651606507674371,30.866501810727957,14.683750426813878
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0
308,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
309,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
310,1.973970512403793e-07,-3.060804967595217e-05,0.0004534144268025257,-0.05756108553069644,30.712061537137327,13.084755414538007
311,2.143400935983958e-07,-3.367556387007341e-05,0.0006553592219695264,-0.06353088262869128,30.815018451547378,14.15072030547586
312,0.0,0.0,0.0,0.0,0.0,0.0
313,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
314,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
315,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
316,1.886819128985815e-07,-2.903280348363686e-05,0.0003498549735747776,-0.05450100584245468,30.65909714277805,12.533062125709812
317,2.058685754925219e-07,-3.2141807415602696e-05,0.000554386876880573,-0.060545986184002566,30.76354003326159,13.617737358176507
318,1.871831644018773e-07,-2.914289442729895e-05,0.00037813384696705303,-0.05552595313168062,30.649183324775525,11.945592618946947
319,0.0,0.0,0.0,0.0,0.0,0.0
320,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
321,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
322,1.802103817624502e-07,-2.749904424854066e-05,0.0002488824021194551,-0.05151610068570306,30.607618573015234,12.00008057184742
323,1.971534427854658e-07,-3.056656212866872e-05,0.00045082747102996243,-0.057485907304268814,30.710575652870265,13.06604521450893
324,1.7871087997698302e-07,-2.7608999735592715e-05,0.00027715245221499453,-0.05254079153533188,30.597700350744045,11.412559844615357
325,0.0,0.0,0.0,0.0,0.0,0.0
326,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
327,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
328,0.0,0.0,0.0,0.0,0.0,0.0
329,1.886819128985815e-07,-2.903280348363686e-05,0.0003498549735747776,-0.05450100584245468,30.65909714277805,12.533062125709812
330,1.702393499127227e-07,-2.6075240757080434e-05,0.00017617990179214296,-0.04955588704297846,30.546221780481666,10.879578004449753
331,0.0,0.0,0.0,0.0,0.0,0.0
332,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
333,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
334,1.802103817624502e-07,-2.749904424854066e-05,0.0002488824021194551,-0.05151610068570306,30.607618573015234,12.00008057184742
335,0.0,0.0,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0
337,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
338,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
339,0.0,0.0,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0,0.0,0.0
408,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
409,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
410,7.265693128804999e-08,-8.029259382377363e-06,-0.0010327348444367534,-0.013630829073743404,29.95404845828717,5.230015684365917
411,5.5713778841880996e-08,-4.9617250828108574e-06,-0.0012346809811736256,-0.007660991464428064,29.851090844312235,4.164044820679925
412,0.0,0.0,0.0,0.0,0.0,0.0
414,8.831626173760335e-08,-1.1365246200837373e-05,-0.000785498291469338,-0.021187682672560854,30.04814578484292,5.5675970213720625
415,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
416,8.137202759026795e-08,-9.60449745409415e-06,-0.0009291759685787666,-0.016690890075302396,30.007012534484215,5.781707822211981
417,6.418535331113607e-08,-6.495491908697643e-06,-0.0011337079351916284,-0.010645909530077765,29.90256963610148,4.697030175304636
418,1.2097998748107509e-08,2.5560316584291116e-06,-0.00170871336355397,0.006164447611034516,29.585252161325414,0.9301840158005722
419,0.0,0.0,0.0,0.0,0.0,0.0
420,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
421,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
422,8.984363212856677e-08,-1.1138269726802404e-05,-0.0008282025628603661,-0.019675818881349956,30.05849151695649,6.314695126705134
423,7.290044793825526e-08,-8.070729785455553e-06,-0.0010301490604757856,-0.01370597107704766,29.955533727062235,5.248721769263
424,2.0570243098306207e-08,1.02214361929758e-06,-0.0016077323441086244,0.0031792941199802775,29.636735013367392,1.4632118173790372
425,0.0,0.0,0.0,0.0,0.0,0.0
427,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
428,0.0,0.0,0.0,0.0,0.0,0.0
429,8.137202759026795e-08,-9.60449745409415e-06,-0.0009291759685787666,-0.016690890075302396,30.007012534484215,5.781707822211981
430,2.904181754040663e-08,-5.116232014320366e-07,-0.0015067592984896873,0.00019437606603288729,29.688213804987498,1.996197172847944
431,0.0,0.0,0.0,0.0,0.0,0.0
432,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
433,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
434,8.984363212856677e-08,-1.1138269726802404e-05,-0.0008282025628603661,-0.019675818881349956,30.05849151695649,6.314695126705134
435,0.0,0.0,0.0,0.0,0.0,0.0
436,0.0,0.0,0.0,0.0,0.0,0.0
437,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
438,1.3502694619417296e-07,-1.93186461207561e-05,-0.00028966078280224334,-0.03559593958499265,30.33305469581031,9.157383462347694
439,0.0,0.0,0.0,0.0,0.0,0.0
440,0.0,0.0,0.0,0.0,0.0,0.0
441,0.0,0.0,0.0,0.0,0.0,0.0
442,0.0,0.0,0.0,0.0,0.0,0.0
443,0.0,0.0,0.0,0.0,0.0,0.0
