,ID,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90
Fz_026,126,1498.351289,1460.465446,1411.46458,1351.721615,1281.691233,1201.906407,1112.974348,1015.571881,910.4402993,798.3797172,680.2429833,556.9291896,429.3768285,298.5566504,165.4642759,31.11261844,-103.4758249,-237.2767547,-369.2718651
Fz_027,127,1126.810212,1105.840791,1076.455254,1038.877242,993.392747,940.3479335,880.1465045,813.2466291,740.1574558,661.4352373,577.6790973,489.5264706,397.6482518,302.7436898,205.5350654,106.7621951,7.176800078,-92.46321477,-191.3995287
Fz_028,128,1180.691824,1176.158766,1162.67443,1140.34144,1109.329763,1069.875416,1022.278672,966.9017691,904.1661603,834.5493011,758.5810178,676.839475,589.946775,498.5642238,403.3872979,305.1403511,204.5711019,102.4449431,-0.460883504
Fz_029,129,1255.512877,1269.712303,1274.248451,1269.086799,1254.266631,1229.900736,1196.174553,1153.34476,1101.737317,1041.744988,973.8243505,898.4923216,816.3222236,727.9394205,634.016559,535.2684486,432.4466221,326.3336156,217.7370134
Fz_030,130,1337.263376,1365.211668,1382.769875,1389.804369,1386.261612,1372.168567,1347.632491,1312.840118,1268.056239,1213.621686,1149.950739,1077.527973,996.9045685,908.6941181,813.5679569,712.2500522,605.5114946,494.1646288,379.0568719
Fz_031,131,932.1348747,958.1445886,976.8622436,988.1453871,991.9081476,988.1218882,976.8154245,958.0748056,932.042659,898.9171049,858.9502489,812.4462629,759.7590702,701.2896522,637.4829966,568.8247104,495.8373247,419.0763175,339.1258866
Fz_032,132,1244.881282,1246.000446,1237.636794,1219.853978,1192.787338,1156.642865,1111.695642,1058.287744,996.8256368,927.7770849,851.6675891,769.0763887,680.6320526,587.0076956,488.9158556,387.1030707,282.3441977,175.4365149,67.19365431
Fz_033,133,1287.389015,1299.80715,1302.332968,1294.947245,1277.706193,1250.741024,1214.256961,1168.53167,1113.913147,1050.817072,979.7236447,901.173929,815.7657356,724.1490724,627.0211974,525.1213126,419.2249374,310.1380074,198.6907399
Fz_034,134,1344.872165,1373.894155,1392.459981,1400.428345,1397.738605,1384.411229,1360.547648,1326.329478,1282.01714,1227.947877,1164.53319,1092.255702,1011.665488,923.3758889,828.058842,726.4397672,619.2920472,507.4311407,391.7083769
Fz_035,135,1389.930055,1435.040059,1469.228542,1492.235308,1503.885262,1504.089742,1492.84719,1470.24317,1436.449712,1391.724004,1336.406436,1270.918008,1195.757127,1111.495812,1018.775342,918.3013773,810.8385844,697.2048203,578.2649065
Fz_036,136,936.8588153,971.1679715,998.0859531,1017.407898,1028.986754,1032.7344,1028.622313,1016.68179,997.0037041,969.7378182,935.0916419,893.3288535,844.7672932,789.7765437,728.7751179,662.2272733,590.6394793,514.5565623,434.5575591
Fz_037,137,1365.252505,1398.475383,1421.055019,1432.819568,1433.679495,1423.628255,1402.742345,1371.180719,1329.183579,1277.07055,1215.238242,1144.157238,1064.368507,976.4792882,881.1584726,779.131509,671.1748842,558.1102132,440.7979865
Fz_038,138,1398.950863,1437.491602,1465.092161,1481.542485,1486.717376,1480.57745,1463.169435,1434.625818,1395.163832,1345.083807,1284.766881,1214.672105,1135.332939,1047.353205,951.4024805,848.2110085,738.5641386,623.2963497,503.2848991
Fz_039,139,917.3839245,945.6178834,966.6551192,980.3355258,986.5549872,985.2661694,976.4788811,960.259999,936.7329584,906.0768144,868.5248788,824.3629444,773.9271102,717.6012234,655.813958,589.0355524,517.7742305,442.5723341,364.0021951
Fz_040,140,973.9810649,1015.131489,1048.55615,1074.000665,1091.271387,1100.236874,1100.828895,1093.042943,1076.938274,1052.637455,1020.325429,980.2481103,932.7105117,878.0744229,816.7556576,749.2208885,675.9840961,597.6026566,514.6731
Fz_041,141,971.9433899,1016.294682,1052.911358,1081.514743,1101.887147,1113.873525,1117.382653,1112.387824,1098.927052,1077.102782,1047.081109,1009.090517,963.4201362,910.4175468,850.4861301,784.0820005,711.7105333,633.9225193,551.3099721
Fz_042,142,981.7773845,1025.670649,1061.75794,1089.764612,1109.477518,1120.746629,1123.486182,1117.675327,1103.358288,1080.644026,1049.70541,1010.777903,964.1577648,910.1998043,849.3146736,781.9657455,708.6655859,629.9720532,546.4840529
Fz_043,143,495.0861447,516.4977048,533.9784054,547.3952079,556.6460024,561.6603847,562.4001923,558.8597949,551.066137,539.078533,522.9882159,502.9176427,479.0195626,451.4758543,420.4961422,386.3162005,349.1961593,309.4185245,267.2860278
Fz_044,207,773.4977528,754.9665782,730.689652,700.8517364,665.6799158,625.4418692,580.4438323,531.0282673,477.5712566,420.4796403,360.18792,297.1549521,231.8604556,164.8013611,96.4880287,27.44036413,-41.81613817,-110.7543944,-178.8497428
Fz_045,208,824.6204998,806.5583327,782.3577698,752.2029918,716.3234949,674.9923436,628.5240931,577.2723946,521.6273047,462.0123161,398.8811347,332.714227,264.0151632,193.3067846,121.1272246,48.0258133,-25.44110344,-98.71439802,-171.2364164
Fz_046,209,931.3377558,917.9423754,897.5608994,870.3484429,836.5121092,796.3094133,750.0463219,698.0749251,640.7907567,578.6297836,512.0650885,441.6032689,367.7805818,291.1588624,212.3212482,131.8677411,50.41064091,-31.43011472,-113.0316682
Fz_047,210,1094.832928,1088.27233,1073.429323,1050.41687,1019.41011,980.6450246,934.416638,881.0767766,821.0313889,754.7374565,682.6995164,605.4658208,523.6241647,437.7974125,348.6387576,256.8267513,163.0601383,68.05253925,-27.47298075
Fz_048,211,1282.686691,1282.094411,1271.744618,1251.716081,1222.161229,1183.304991,1135.443089,1078.939778,1014.225085,941.7915263,862.1903654,776.0274152,683.9584278,586.6841037,484.9447594,379.5146927,271.19629,160.8139198,49.2076585
Fz_049,212,1422.419974,1425.201862,1417.137103,1398.287075,1368.795238,1328.886043,1278.863223,1219.107481,1150.073595,1072.286955,986.3395637,892.8855327,792.6361037,686.3542353,574.8487967,458.9684117,339.5949999,217.6370652,94.02278091
Fz_050,214,879.0241794,845.4476339,805.4367214,759.2959491,707.3764762,650.0734411,587.8229546,521.0987806,450.4087301,376.2907973,299.3090642,220.0494085,139.1150439,57.12192981,-25.30591665,-107.5411698,-188.9579697,-268.9366854,-346.8686305
Fz_051,215,942.9100088,918.6905365,887.4792745,849.5137593,805.0829315,754.5249364,698.224551,636.6102551,570.1509708,499.3524934,424.7536419,346.9221588,266.4503886,183.95077,100.051175,15.39013012,-69.38804293,-153.6381311,-236.7189403
Fz_052,216,1061.942092,1051.151731,1032.36147,1005.714315,971.4130672,929.7187791,880.9487697,825.4742083,763.7172897,696.1480213,623.2806462,545.669729,463.9059357,378.6115381,290.4356781,200.0494272,108.1406794,15.40891573,-77.44011911
Fz_053,217,1216.184106,1218.011882,1210.569852,1193.914655,1168.173046,1133.540935,1090.281893,1038.725147,979.2630761,912.3482217,838.4898463,758.250057,672.2395268,581.112848,485.5635495,386.3188192,284.1339694,179.7866885,74.07112239
Fz_054,218,1355.947706,1366.379942,1366.4132,1356.04723,1335.360921,1304.511709,1263.734375,1213.33926,1153.7099,1085.300111,1008.630534,924.2846683,832.9044386,735.1853032,631.8709637,523.7477047,411.6384094,296.3962973,178.8984303
Fz_055,219,484.4100321,488.5524081,488.9766052,485.6793951,478.6858715,468.0492594,453.8505099,436.1976839,415.2251301,391.0924624,363.9833449,334.1040944,301.68211,266.9641426,230.2144168,191.7126203,151.751775,110.6360071,68.6782324
Fz_056,220,978.9347854,938.1564855,890.2382483,835.5447605,774.4922725,707.5454307,635.2137409,558.047691,476.6345612,391.5939546,303.5730816,213.2418341,121.2876875,28.4104683,-64.68297167,-157.2841352,-248.6882714,-338.1997398,-425.1373039
Fz_057,221,1014.942514,985.6284385,948.8131358,904.7767921,853.8545508,796.4339607,732.9520273,663.8918864,589.7791274,511.1777931,428.6860872,342.9318212,254.5676371,164.2660395,72.71427815,-19.39088275,-111.3484673,-202.4586228,-292.0279459
Fz_058,222,1093.570988,1081.858569,1061.912554,1033.884742,997.9884435,954.4968502,903.7409596,846.1070546,782.033764,712.0087242,636.5648681,556.276369,471.7542709,383.6418379,292.6096589,199.3505436,104.5742504,9.002083988,-86.63859373
Fz_059,223,1205.772169,1211.63081,1208.26821,1195.709959,1174.051633,1143.458066,1104.162092,1056.462777,1000.723143,937.3674022,866.8777291,789.7905929,706.6926735,618.2163961,525.0351187,427.858007,327.4246375,224.4993688,119.8655243
Fz_060,224,1338.142138,1358.643091,1368.803948,1368.547382,1357.875343,1336.869053,1305.688382,1264.570635,1213.828741,1153.848878,1085.087528,1008.068006,923.3764788,831.6574988,733.6091029,629.9774989,521.5513857,409.1559515,293.6465934
Fz_061,225,955.2373447,971.3957628,980.1612727,981.4671634,975.3034963,961.7171808,940.8116168,912.7459084,877.7336524,836.0413134,787.9861951,733.9340261,674.296176,609.5265249,540.1180088,466.5988686,389.5286293,309.4938418,227.1036194
Fz_062,227,1118.761896,1097.172388,1067.232735,1029.170797,983.2762471,929.8983717,869.4434081,802.3714552,729.1929711,650.4648881,566.7863746,478.7942745,387.1582609,292.5757392,195.7665394,97.46743811,-1.573449288,-100.6023618,-198.8656296
Fz_063,228,1172.223883,1167.096713,1153.087233,1130.302062,1098.91461,1059.163754,1011.352023,955.8432922,893.0600167,823.4800152,747.6328336,666.0957147,579.4892052,488.4724329,393.7380905,296.0071635,196.0234432,94.54786616,-7.647277241
Fz_064,229,1251.676553,1265.722905,1270.136343,1264.883275,1250.003682,1225.610806,1191.890292,1149.098774,1097.561919,1037.671956,969.8846828,894.7160013,812.7379909,724.5745535,630.8966664,532.4172746,429.8858659,324.0827662,215.8132009
Fz_065,230,1339.967363,1368.242445,1386.104376,1393.417216,1390.12531,1376.25371,1351.907989,1317.273432,1272.613628,1218.268467,1154.651547,1082.247031,1001.605962,913.3420664,818.1270865,716.6856654,609.7898338,498.2531332,382.9244255
Fz_066,231,937.0428988,963.393514,982.4121229,993.9539823,997.9312518,994.3136618,983.1287445,964.4616238,938.4543679,905.3049075,865.2655301,818.6409596,765.7860371,707.1030204,643.0385228,574.0801138,500.7526084,423.6140734,343.2515794
Fz_067,232,1234.849963,1235.534364,1226.815602,1208.760033,1181.505071,1145.258141,1100.295105,1046.958159,985.6532294,916.8468835,841.0627793,758.8776794,670.9170622,577.850361,480.3858696,379.2653518,275.2583956,169.1565567,61.7673344
Fz_068,233,1268.887169,1280.443274,1282.254433,1274.306861,1256.661045,1229.451279,1192.884646,1147.239442,1092.863052,1030.169314,959.6353664,881.7980138,797.2496459,706.6337268,610.6398984,509.9987316,405.4761666,297.867683,187.9922466
Fz_069,234,1328.624402,1357.095011,1375.237307,1382.913217,1380.064322,1366.712304,1342.95878,1308.98453,1265.048116,1211.483923,1148.699605,1077.17299,997.448438,910.132701,815.8903046,715.4384904,609.5417572,499.0060433,384.672592
Fz_070,235,1381.990111,1427.094021,1461.336884,1484.45809,1496.281674,1496.717652,1485.762704,1463.500204,1430.099585,1385.815044,1330.983614,1266.022595,1191.426379,1107.762689,1015.668257,915.8439756,809.0495686,696.0978059,577.8483186
Fz_071,236,937.272853,971.8416603,999.0141657,1018.58357,1030.400938,1034.376334,1030.4795,1018.740096,999.2474636,972.1499552,937.6537986,896.0215304,847.5699974,792.6679449,731.7332107,665.2295449,593.6630806,517.5784818,437.5547983
Fz_072,237,1358.04517,1391.067858,1413.503679,1425.181884,1426.013595,1415.992481,1395.194809,1363.778862,1321.983734,1270.127512,1208.604853,1137.883981,1058.503125,971.0664212,876.2393153,774.7434992,667.3514173,554.8803881,438.1863841
Fz_073,238,1610.142683,1654.262055,1685.791494,1704.491041,1710.218383,1702.92993,1682.681152,1649.626154,1604.016505,1546.199322,1476.614629,1395.792007,1304.346564,1202.974257,1092.446589,973.6047436,847.3531778,714.6527426,576.5133685
Fz_074,239,900.9899397,928.7615487,949.4647215,962.9418945,969.0904982,967.8637381,959.2709505,943.3775317,920.3044404,890.2272765,853.3749455,810.0279159,760.5160848,705.216267,644.5493276,578.9769787,508.9982653,435.1457678,357.9815483
Fz_075,240,958.1333429,999.0396775,1032.342717,1057.789005,1075.18488,1084.397949,1085.358095,1078.05801,1062.553253,1038.961824,1007.463268,968.2973084,921.7620216,868.2115692,808.0535026,741.7456608,669.7926868,592.7421859,511.1805591
Fz_076,241,962.8300333,1007.018285,1043.542519,1072.124764,1092.547493,1104.655276,1108.355965,1103.621395,1090.487601,1069.054537,1039.485323,1002.004998,956.8988101,904.5100442,845.2374108,779.5320103,707.8939005,630.8682907,549.0413922
Fz_077,242,959.8765259,1003.476548,1039.439507,1067.491704,1087.419644,1099.071665,1102.359086,1097.25689,1083.803905,1062.102519,1032.317891,994.6767005,949.4654198,897.028134,837.7639224,772.1238215,700.6073921,623.7589175,542.1632608
Fz_078,243,483.9774486,505.20345,522.5845481,535.9884622,545.3131805,550.4877362,551.4727478,548.2607189,540.8760948,529.3750771,513.8451953,494.4046414,471.2013696,444.4119709,414.2403287,380.9160675,344.692805,305.8462222,264.6719649
Fz_079,301,753.5328582,750.4890193,741.7335058,727.3329524,707.396956,682.0772417,651.5665078,616.0969592,575.9385409,531.3968824,482.8109728,430.5505802,375.0134377,316.6222165,255.821309,193.073447,128.8561794,63.65823842,-2.024180139
Fz_080,302,841.5551829,838.2401833,828.5456699,812.5454236,790.361216,762.1618823,728.1620365,688.6204379,643.838022,594.15561,539.951315,481.6376645,419.6584605,354.4854023,286.6144961,216.5622805,144.8618952,72.05902344,-1.292261029
Fz_081,303,989.1875026,985.3603364,974.0339831,955.294643,929.2849338,896.2028052,856.3000321,809.8802987,757.2968872,698.9499892,635.2836596,566.7824379,493.9676595,417.393489,337.642702,255.3222502,171.0586419,85.49317402,-0.722948523
Fz_082,304,1180.044136,1175.486816,1161.983332,1139.636453,1108.616252,1069.158813,1021.564429,966.1953231,903.4728874,833.8744774,757.9297792,676.2167777,589.3573582,498.0125733,402.8776121,304.676509,204.1566336,102.083003,-0.76754084
Fz_083,305,1377.390216,1372.038222,1356.244189,1330.128318,1293.889368,1247.803138,1192.220373,1127.564091,1054.326365,973.0645796,884.3971848,788.9989934,687.5960433,580.960072,469.9026439,355.2689729,237.9314905,118.7832058,-1.269090869
Fz_084,306,994.1052544,990.2191155,978.7968113,959.9252723,933.7481224,900.4645854,860.3279693,813.6437378,760.7671861,702.1007369,638.090877,569.2247604,496.0264995,419.0531775,338.8906078,256.148876,171.4576965,85.46162045,-1.184870158
Fz_085,307,772.0276913,784.4115871,790.8256371,791.2210265,785.5947461,773.9896153,756.4939562,733.2409213,704.4074803,670.213073,630.9179396,586.8211396,538.2582765,485.5989428,429.243908,369.6220679,307.1871807,242.4144135,175.7967262
Fz_086,308,820.9221654,832.4597211,837.6617556,836.4886784,828.9494173,815.1013506,795.0498704,768.9475806,736.9931355,699.4297276,656.5432371,608.6600562,556.1446047,499.396557,438.8477999,374.9591461,308.2168268,239.1287913,168.2208413
Fz_087,309,927.9069091,934.0828995,933.1499551,925.115176,910.0397119,888.038296,859.2783725,823.9788218,782.4082946,734.883168,681.7651366,623.458461,560.4068899,493.0902841,422.0209635,347.7398085,270.8121436,191.8234348,111.3748338
Fz_088,310,1093.235985,1091.386974,1081.23185,1062.847898,1036.375031,1002.014725,960.0284824,910.7358428,854.5119536,791.7847125,723.0315116,648.7756043,569.5821229,486.0537777,398.8262697,308.563453,215.9522821,121.6975839,26.51669361
Fz_089,311,1283.068632,1273.770038,1254.777285,1226.23492,1188.360166,1141.441274,1085.835325,1021.965513,950.3179261,871.4378463,785.9255983,694.431982,597.653319,496.3261533,391.221646,283.1397056,172.9029012,61.35020128,-50.66941072
Fz_090,312,1424.939359,1411.088521,1386.498446,1351.356282,1305.92948,1250.563766,1185.680507,1111.773503,1029.405231,939.2025646,841.8519991,738.0944316,628.7195198,514.5596728,396.483716,275.3902787,152.2009552,27.85329041,-96.7063547
Fz_091,313,1176.413916,1215.714059,1245.761884,1266.328708,1277.258006,1278.4666,1269.945291,1251.758931,1224.04593,1187.017201,1140.954553,1086.208553,1023.19585,952.3960085,874.3478583,789.645393,698.9332494,602.9018018,502.2819075
Fz_092,314,874.8725141,901.5531029,921.3723282,934.1793538,939.8767104,938.4210377,929.8234143,914.1492732,891.5179043,862.1015457,826.1240738,783.859299,735.6288815,681.7998841,622.7819778,559.0243247,491.0121589,419.2630941,344.323184
Fz_093,315,937.2622576,954.1519139,963.779898,966.0729352,961.0135739,948.6403191,929.0473387,902.383747,868.8524702,828.7087014,782.257959,729.8537612,671.8949356,608.8225839,541.1167246,469.2926404,393.8969557,315.5034774,234.7088272
Fz_094,316,1057.601542,1060.290567,1054.91014,1041.50121,1020.165827,991.0663663,954.424292,910.5184725,859.6830577,802.3049357,738.8207887,669.7137693,595.5098239,516.773689,434.1045944,348.1317017,259.5093165,168.9119088,77.02897938
Fz_095,317,1214.861824,1203.824491,1183.625326,1154.418059,1116.424973,1069.935218,1015.302611,952.9429376,883.3307931,806.995968,724.5194162,636.5288343,543.6938835,446.721094,346.3484872,243.3399594,138.4794675,32.5650632,-73.59718087
Fz_096,318,1357.790725,1337.022108,1306.077946,1265.193741,1214.680649,1154.923103,1086.375895,1009.560711,925.0621596,833.5233269,735.6408785,632.1597587,523.8675215,411.5883361,296.176715,178.5110102,59.48672884,-59.99028244,-179.0107314
Fz_097,319,484.2750865,476.4617259,465.022204,450.0435823,431.6398571,409.9510921,385.1423517,357.4024454,326.9424907,293.9943063,258.8086476,221.6532989,182.8110347,142.5774682,101.2588011,59.16949332,16.62986999,-26.0363167,-68.50435129
Fz_098,320,978.4623993,1011.567084,1036.973132,1054.487189,1063.975962,1065.367235,1058.65042,1043.876636,1021.15832,990.6683734,952.6388421,907.359154,855.1739148,796.4802858,731.7249608,661.4007671,586.0429142,506.2249208,422.5542502
Fz_099,321,1012.956441,1034.260882,1047.693974,1053.153483,1050.597857,1040.046547,1021.579856,995.3383241,961.521667,920.3872494,872.2481291,817.4706739,756.4717732,689.7156656,617.7104053,541.0039958,460.1802193,375.8541934,288.6676902
Fz_100,322,1090.197358,1093.485183,1088.450925,1075.132899,1053.632462,1024.113246,986.7999096,941.9764302,889.9839413,831.2181373,766.1262613,695.2037019,618.9902226,538.0658539,453.0464791,364.5791471,273.3371477,180.0148875,85.32260527
Fz_101,323,1203.151657,1188.22049,1164.246248,1131.411389,1089.965805,1040.224924,982.5673037,917.4317524,845.3139915,766.7628808,682.3762415,592.796307,498.7048347,400.8179175,299.8805338,196.6608783,91.9445147,-13.47160216,-118.785192
Fz_102,324,1337.888801,1307.401762,1266.964606,1216.885084,1157.544332,1089.393968,1012.952659,928.8021681,837.582932,739.9891841,636.7636717,528.6920032,416.5966694,301.3307833,183.7715881,64.81378005,-54.63729996,-173.6725571,-291.3860613
Fz_103,325,956.9919661,933.6141302,903.130927,865.7743521,821.8287117,771.6284585,715.5556469,654.0370247,587.5407858,516.5730068,441.6737952,363.4131794,282.3867699,199.2112266,114.5195655,28.95634139,-56.82725796,-142.1783676,-226.447414
Fz_104,326,1504.321431,1530.511442,1545.053338,1547.836444,1538.83958,1518.131218,1485.868961,1442.298344,1387.750965,1322.641964,1247.466859,1162.797778,1069.279103,967.6225691,858.6018429,743.0466384,621.8364002,495.8936115,366.1767731
Fz_105,327,1126.087643,1138.641416,1142.52944,1137.722125,1124.256057,1102.233722,1071.822723,1033.254506,986.8225983,932.8803746,871.838368,804.161145,730.3637701,651.0078859,566.6974386,478.0740816,385.8122922,290.6142382,193.2044345
Fz_106,328,1177.408138,1173.201918,1160.066924,1138.103119,1107.477663,1068.423633,1021.238253,966.2806345,903.9690365,834.7776884,759.2331779,677.9104446,591.4284034,500.445235,405.6533761,307.7742502,207.5527763,105.7517005,3.145790372
Fz_107,329,1253.723288,1230.075186,1197.065468,1154.94536,1104.035421,1044.723105,977.4598155,902.7574666,821.1845883,733.3619995,639.958083,541.6836991,439.2867751,333.5466136,225.2679609,115.274883,4.404493656,-106.4994165,-216.5928019
Fz_108,330,1340.652257,1302.392172,1254.220097,1196.502649,1129.679094,1054.257998,970.8133628,879.9802515,782.4499592,678.9647503,570.3122096,457.3192486,340.845812,221.778333,101.0229869,-20.50120503,-141.8693705,-262.1578243,-380.4510988
Fz_109,331,937.7638388,904.4798393,864.3122021,817.5666272,764.5988765,705.8120667,641.6536009,572.6117638,499.2120054,422.0129422,341.6021057,258.5914709,173.6127988,87.31282856,0.348354948,-86.61876986,-172.9266735,-257.9185008,-340.9474125
Fz_110,332,1252.582347,1241.883366,1221.732903,1192.284314,1153.761722,1106.458307,1050.734076,987.0131238,915.7804061,837.5780465,753.0012122,662.693584,567.3424574,467.6735122,364.4452892,258.4434175,150.4746353,41.36065034,-68.0681142
Fz_111,333,1288.909576,1266.873819,1235.196388,1194.118366,1143.952383,1085.080231,1017.949964,943.0724824,861.01765,772.4099533,677.9237506,578.2781388,474.2314811,366.5756355,256.1299281,143.7349171,30.24599674,-83.47311397,-196.5569439
Fz_112,334,1343.513121,1304.49406,1255.547011,1197.044492,1129.431741,1053.223333,968.9992589,877.4005155,779.1242245,674.9183277,565.5758948,451.9290879,334.8428278,215.2082116,93.9357309,-28.0516574,-149.8255557,-270.459191,-389.0344685
Fz_113,335,1384.831501,1329.241791,1263.535749,1188.213437,1103.848103,1011.081818,910.6205904,803.2289902,689.7243324,570.970456,447.8711496,321.3632733,192.4096285,61.9916302,-68.89816181,-199.2635972,-328.1125163,-454.4643011,-577.3573381
