ID,Coefficient 5,Coefficient 4,Coefficient 3,Coefficient 2,Coefficient 1,Coefficient 0
101,-4.57405383005952e-08,1.230085700745454e-05,-0.0007532128694297316,-0.08558068890585974,-0.41664793183983484,743.3537185576666
102,-5.6617327141876985e-08,1.4824317634760688e-05,-0.0009139032318434928,-0.09403462447318431,-0.5040418216885545,834.3585650119236
103,-6.667009979063347e-08,1.750060095002097e-05,-0.0010763985637598445,-0.1108836828616862,-0.5870110197708813,983.3511646217339
104,-8.335602874095866e-08,2.1533607237117898e-05,-0.0013284169719939213,-0.13060745517708702,-0.6822553075118254,1170.02886538585
105,-8.80850698955958e-08,2.3190634521701322e-05,-0.00141408332092143,-0.15645978766707286,-0.7273842033547631,1365.316258697356
106,-8.689271677254963e-08,2.1425189539631737e-05,-0.0013434844295690104,-0.10247535338905155,-0.5983266608385769,978.0964869234734
107,-5.488469024801116e-08,1.3912704431707368e-05,-0.0007274791846497813,-0.08362025260649754,-3.5636760346551535,762.6989352932301
108,-6.229928775085927e-08,1.570957092182326e-05,-0.0008507731260757661,-0.08761917788903231,-3.4843590252317496,814.0029296720254
109,-6.700440469224042e-08,1.7090434338553842e-05,-0.0009746668294651245,-0.10158375338465317,-2.551315912211387,924.0931930362337
110,-7.878933492054512e-08,2.0420557655495035e-05,-0.0012502723570193032,-0.11944240237519398,-1.17032519025891,1086.2389015764827
111,-8.565188976773101e-08,2.2667307152033586e-05,-0.0014397080166477121,-0.14311375415584895,0.11020282118824554,1272.0132888456594
112,-9.330870861304554e-08,2.4779400256322834e-05,-0.0016015345160593371,-0.15965413836429948,0.8623058425472863,1409.3569600275794
113,-1.0223621555798047e-07,2.469213499919835e-05,-0.0011796144547054693,-0.11802355426224796,-9.665265528710616,1164.5856468426189
114,-6.975252427693987e-08,1.718606446587468e-05,-0.0008119363715313258,-0.09132414657198776,-6.60098126584209,869.4633835284315
115,-7.278740421129721e-08,1.8187643676264355e-05,-0.0009603655286318084,-0.09933655186045226,-4.732423484270231,933.2497977467052
116,-7.617006843059172e-08,1.95774429689752e-05,-0.0011653294572510097,-0.1150290105102236,-2.0528141430028244,1051.7744080229165
117,-7.809532891353566e-08,2.084726690392576e-05,-0.0013500062551552268,-0.13619520848913003,0.5174448595732155,1204.7346892929859
118,-8.003144624699203e-08,2.201729097282468e-05,-0.0014932737088430583,-0.1551603515202575,2.3161742593289674,1342.923139391191
119,-3.481670367691701e-08,9.086692834067323e-06,-0.0006222038482396359,-0.052553335083488466,0.8844428990604625,477.1721299780836
120,-8.065338868650406e-08,1.9712521143198867e-05,-0.0009207300925028321,-0.10012564390101811,-8.0990883698345,972.0379560968954
121,-7.882569263269555e-08,1.9748027417764085e-05,-0.0010251626137565298,-0.10629581391776619,-5.739014541818903,1008.352574330813
122,-7.691199052278533e-08,2.0020532982899607e-05,-0.0011952018260272858,-0.1182743784600551,-2.2214401373247457,1084.7753208471609
123,-7.81427259843936e-08,2.111938454856841e-05,-0.001418480580233133,-0.13324136815740667,1.2671913167623856,1192.9573387697096
124,-7.95553702326785e-08,2.214827440231815e-05,-0.0016075296563382916,-0.15133049453129416,4.2193061697455105,1321.4685113738606
125,-6.03566696767755e-08,1.650914858999833e-05,-0.0012075470086569525,-0.10679448539116183,3.3318323734450512,942.5688541804996
126,-1.205742451745951e-07,3.0492731490644582e-05,-0.0016799392800136747,-0.1515288581234518,-7.677430431712041,1483.1518757909785
127,-7.698708484531827e-08,2.0125167060218613e-05,-0.0011194838905440952,-0.12190033697064363,-4.146889942005231,1118.7057228806643
128,-8.07702121734433e-08,2.1476538455153358e-05,-0.001365391253321548,-0.1274074212063046,-0.869964717234021,1170.3626189332688
129,-7.501567435103223e-08,2.092523842053266e-05,-0.0014882026167212894,-0.14113256603464502,2.959151096628222,1245.009701601006
130,-6.662634592156018e-08,1.9839615056796686e-05,-0.001523186203216967,-0.15715673811336764,5.817610792336637,1327.8351070630779
131,-5.6739678791370806e-08,1.5998184196782127e-05,-0.0012771044202920202,-0.10470989891374798,5.291318323429751,923.1819196905271
132,-7.572538861325783e-08,2.0998980057239216e-05,-0.0013897953639331467,-0.1375666966059463,0.2711048361521504,1235.0983757201784
133,-7.518059630685257e-08,2.1333474434098335e-05,-0.0015120430068072017,-0.14387342445818094,2.551172435719023,1277.3385778971528
134,-6.227170476910534e-08,1.9138171249372012e-05,-0.0014937113954632086,-0.15918743295315485,6.018669327759092,1336.0713582133947
135,-7.077834670951052e-08,2.1434894640326402e-05,-0.0018074910672674794,-0.16092272939399485,9.169769712476086,1378.6965791349348
136,-4.745453586762e-08,1.4438008382341585e-05,-0.0012506186897627987,-0.10890320733273562,6.9741992454843045,929.0685859794132
137,-6.126891378454596e-08,1.932865544411534e-05,-0.0015657799133649095,-0.1604417947115281,6.795744894113108,1355.633350237191
138,-6.223824752009792e-08,1.9884538031022354e-05,-0.0016466774714254,-0.1648270891343369,7.873238055309033,1389.390695294217
139,-3.86009092830826e-08,1.257134211928783e-05,-0.0010684418043405107,-0.10971934628065194,5.788474334304735,911.4772454236802
140,-5.2383637184884046e-08,1.6112251033492392e-05,-0.0014482310536272323,-0.10957150035553101,8.238387571828586,965.2384332813599
141,-4.230165587143184e-08,1.4227808148755328e-05,-0.0013588229320118982,-0.11274986024961303,8.897753387307475,963.7056304738489
142,-4.275582014575125e-08,1.4273894354176962e-05,-0.0013482875147956459,-0.11472651156946186,8.834708994691335,974.0777723159983
143,-2.1583197862803168e-08,7.159176149010046e-06,-0.0006666228021517996,-0.05818866865234164,4.324522332726661,491.3539507469766
207,-5.327412237216167e-08,1.364235999047932e-05,-0.0007090152992345553,-0.08448505646829227,-3.597851325219114,765.5058345886719
208,-5.718814464906016e-08,1.479451758094753e-05,-0.0007931492716873822,-0.08930342232948632,-3.5011086315406024,814.7443507828257
209,-5.7750515862713135e-08,1.539524890003111e-05,-0.0008708120002901714,-0.10398600545186011,-2.515164329055005,920.290377090894
210,-6.291066627462852e-08,1.751769236414952e-05,-0.0010730030870320108,-0.12366376154754405,-1.0951699327291786,1080.4354592603263
211,-6.46776564139626e-08,1.8850324851004756e-05,-0.0012055007191204142,-0.1490195669225521,0.1844881610931024,1266.8978685421134
212,-6.607509958288975e-08,1.9839023871803095e-05,-0.001296615805336943,-0.16763794419823666,0.9203065078170303,1405.1731872189894
214,-6.654117253994722e-08,1.6620868309189406e-05,-0.0007741303435149563,-0.09248271347723507,-6.6645553368552735,870.9218297661355
215,-6.535041761898537e-08,1.6846113132607887e-05,-0.0008758776957381472,-0.10159944658323769,-4.756581152549684,932.901422193301
216,-6.346538275810827e-08,1.72712814253652e-05,-0.0010240375011943046,-0.11874725006089745,-2.001194069743746,1049.6862766039262
217,-6.045158122005578e-08,1.7647398814116086e-05,-0.0011550227019053365,-0.14148725812545504,0.6165292803484457,1202.6407657447326
218,-5.8098802142944485e-08,1.805038126228548e-05,-0.0012507345158361018,-0.16191101496265725,2.4198989329501934,1341.7035748212963
219,-2.2890769587410194e-08,6.936632969491991e-06,-0.0004904906576572934,-0.056335891128619364,0.9352321125824874,477.38084698920665
220,-7.844622642798399e-08,1.930778061407126e-05,-0.0008930100700901536,-0.10055853478247036,-8.16127822864265,970.4051300340318
221,-7.287735257822556e-08,1.8660899554336257e-05,-0.0009541527683928375,-0.1077111911758046,-5.82195551231773,1005.4117847607514
222,-6.634340962287365e-08,1.8103218858161655e-05,-0.0010758162017406384,-0.12123525417513878,-2.2292016539460615,1082.356217546803
223,-6.149686919622713e-08,1.8111752759773287e-05,-0.0012352508206716424,-0.1384148411444261,1.3599133761717592,1192.386480273945
224,-5.721364890103897e-08,1.812561878808748e-05,-0.0013637981071381907,-0.15861344167117752,4.377576127466059,1323.083771788754
225,-3.9743518785173245e-08,1.2790488642717341e-05,-0.0009805876801471964,-0.11338517152803525,3.4422333922117794,943.1621643004189
227,-7.286355813414958e-08,1.9333377185853405e-05,-0.0010659840360409986,-0.12194620974934706,-4.259453250343046,1110.0179714382664
228,-7.088109382533765e-08,1.963615280777684e-05,-0.001247855689758862,-0.1290976402148212,-0.9552232153434028,1160.400323219797
229,-6.055003298707299e-08,1.8280497019572567e-05,-0.001324979858861367,-0.14484783497883033,2.9824311953507747,1239.012761518693
230,-4.9721084912182817e-08,1.678877400354475e-05,-0.0013389318074067454,-0.1625349134441879,5.949861676378447,1328.033470270054
231,-3.6490905661128775e-08,1.235360472589372e-05,-0.001056502992063277,-0.11137737371213191,5.440266156023314,925.0989196927974
232,-7.267553091413943e-08,2.038585543899132e-05,-0.0013488144619377574,-0.13705794237379113,0.19088462161343323,1224.6172954673489
233,-6.713862018006114e-08,1.9764644715503917e-05,-0.0014090125778250528,-0.14364629744691226,2.4004082522011467,1257.666336520648
234,-5.1818823944941633e-08,1.714453704713727e-05,-0.0013672475863804917,-0.16000632534011497,5.940827228081647,1318.285515266129
235,-5.1613379006630884e-08,1.8113581207428852e-05,-0.0016059820025534526,-0.16506304260016236,9.235136587668867,1367.8399717928369
236,-3.156207138467208e-08,1.1558420582681168e-05,-0.0010764279417556583,-0.1136566017487487,7.088025141113157,927.1032241505972
237,-5.967351398772878e-08,1.8994517020197774e-05,-0.0015437545923409624,-0.15991899060909426,6.75842836059063,1348.2076059796125
238,-6.028883185909275e-08,2.0468200688863698e-05,-0.0017255340336065229,-0.1949941661312204,9.10467662263957,1599.0378722436958
239,-3.1979494965415844e-08,1.1271435550895868e-05,-0.0009854401864980498,-0.10938809901712618,5.713729360118512,894.0824875074674
240,-3.802048240465373e-08,1.3412662957563756e-05,-0.0012813563905925453,-0.11160631614765121,8.237747462418833,947.215257358695
241,-3.988954578024263e-08,1.3735463978218598e-05,-0.001327533814439531,-0.11220335872571346,8.870269144205484,954.2279144827799
242,-3.594972041981685e-08,1.2905355376646533e-05,-0.0012625791207830765,-0.1137249307638082,8.792385363626428,951.1647218224062
243,-1.690209870131512e-08,6.241673085624136e-06,-0.0006092235411100082,-0.05803662166530611,4.3003749638675455,479.54285845130056
301,-4.2840460976484304e-08,1.1787383794786646e-05,-0.0007208124358475301,-0.08668349127093647,-0.4229115929440317,744.8048815637574
302,-4.941106986774369e-08,1.3497011081736992e-05,-0.0008332998162116621,-0.095739799622489,-0.46024958767452784,830.1319178533413
303,-5.487297246438346e-08,1.53237676669475e-05,-0.0009440827940947075,-0.1136469559066494,-0.5163913220011294,976.1712065426316
304,-6.439829603347294e-08,1.8071946380334302e-05,-0.0011164327501214026,-0.1356899111709677,-0.6090567125780666,1163.5205795239083
305,-6.647964496364623e-08,1.92702087907914e-05,-0.0011720799166252938,-0.1627369359446124,-0.6842883637019632,1361.6231518017557
306,-5.712006220986787e-08,1.6039747524539488e-05,-0.001011330907294439,-0.11142214696500932,-0.5335906439608902,975.2626611604385
307,-3.671549219364409e-08,1.0814003014791796e-05,-0.0007885214214797188,-0.09274876934452322,2.7441910436093635,761.8857936243877
308,-4.088294541090541e-08,1.1980824801904922e-05,-0.0008598451626985386,-0.09727435301099219,2.584416689562517,808.8383539187674
309,-4.694345260457119e-08,1.3471357990399067e-05,-0.0009058598230440639,-0.10958395532189043,1.537579740391152,914.7029022371213
310,-5.977545235125435e-08,1.6701091340529665e-05,-0.0010446816828056293,-0.12652881704907104,-0.04000323899508995,1076.6807467159551
311,-6.832235705775035e-08,1.918887672869115e-05,-0.0011323520954931643,-0.1490379995853473,-1.4823533018212718,1265.55270327912
312,-7.441250017388249e-08,2.0917807656985995e-05,-0.0012005481763908334,-0.165997668205122,-2.3503232951235056,1405.8156735236407
313,-5.4945568875432515e-08,1.6799991167473725e-05,-0.001402756610459225,-0.14234490215104642,8.360123890328499,1155.7642560281536
314,-3.3883412705098606e-08,1.1019854664597168e-05,-0.0009200391360829477,-0.10881290458307012,5.714458503341114,862.3194642427503
315,-4.2691316018257553e-08,1.2791743904916025e-05,-0.0009491329627633054,-0.11356187182530042,3.7530069920991025,922.8173062440289
316,-5.53487921543578e-08,1.568473456419496e-05,-0.001009707694844028,-0.12435957935104838,0.9129112057565054,1041.222093779045
317,-6.636323273782075e-08,1.8265682510395848e-05,-0.0010490344505330786,-0.14142832079008896,-1.8120859540768626,1197.6505746299163
318,-7.391255800572669e-08,2.0263158493884885e-05,-0.0010858298421990281,-0.15788042330312282,-3.7323319716581693,1340.2690568090536
319,-2.879910478493262e-08,7.766336983234098e-06,-0.0004249962950439995,-0.054790635373013145,-1.416336549480838,475.9037607795932
320,-3.822634583906379e-08,1.2420119884346519e-05,-0.0010581261724857693,-0.12219637788147987,7.088660252359091,962.9516223271884
321,-4.469750887627545e-08,1.3551699686927242e-05,-0.0010267772619877843,-0.12408799609478018,4.712846890669534,996.8573834155698
322,-5.693969387023039e-08,1.609240983833871e-05,-0.0010313032823168662,-0.12904054498491296,1.0864040594197855,1072.8829165345655
323,-7.0890524494561e-08,1.899737327548567e-05,-0.0010562449362382293,-0.1384786003005843,-2.562257977109475,1183.8488191080432
324,-8.223450236552725e-08,2.1514051596882865e-05,-0.0010768685697319378,-0.1521760079809486,-5.663425352414151,1317.4945714903006
325,-5.947275152359632e-08,1.553259859931298e-05,-0.0007711509312097564,-0.10805465556502121,-4.3752889347422945,941.4161250862403
326,-8.354920484564179e-08,2.318847667657045e-05,-0.0016660092556740097,-0.17869829578319293,5.954088634706806,1474.6346425211468
327,-5.323828371131897e-08,1.5436678608776586e-05,-0.001056872225979679,-0.13711780947196925,3.012317203208121,1109.4758389167189
328,-6.817881790709897e-08,1.8343308849723117e-05,-0.0010992378896250478,-0.13751255293176595,-0.35091754706240064,1156.857905714023
329,-7.797766511687917e-08,2.0197667452334006e-05,-0.001044050336401967,-0.14367999302135231,-4.265434414759254,1233.5285533165575
330,-8.29886294047509e-08,2.135590037541665e-05,-0.0009839648968576777,-0.15327510346116782,-7.2088414638850775,1322.8137148230312
